activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,RVDPPPGHCGZ40J4VQ731,48424,FL,12099,12099006012,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,2,1,1,2,2,2,275000,90.33,6.75,1.036,2,16027.41,NA,7867.46,,6834.16,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,73,43,1,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,2,2,2,25-34,45-54,No,No,2,1,3,,,,,10,,,,4983,45.05,90300,76.0,1130,1592,34
2022,RVDPPPGHCGZ40J4VQ731,19124,TX,48113,48113013902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,31,1,2,2,1,265000,75.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,355000,1,3,3,5,1,NA,130,>60%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,2,1,2,,,,,7,,,,4278,62.9,97400,97.0,1430,1644,61
2022,RVDPPPGHCGZ40J4VQ731,33874,PA,42029,42029300600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,245000,80.83,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,142,49,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,55-64,No,No,2,1,1,,,,,6,,,,6197,26.87,131400,107.0,1287,1910,27
2022,RVDPPPGHCGZ40J4VQ731,26420,TX,48201,48201551602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,4,0,2,1,1,1,2,2,2,245000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,57,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,5225,79.2,90800,61.0,787,1231,35
2022,RVDPPPGHCGZ40J4VQ731,12060,GA,13063,13063040425,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,2,1,1,2,2,2,155000,95.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,55,50%-60%,3,10,2,,,,,5,,,,,2,4,2,27,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,3,,,,,9,,,,5268,89.48,95700,55.0,783,1165,42
2022,RVDPPPGHCGZ40J4VQ731,39580,NC,37183,37183052802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,245000,97.0,6.25,-0.115,2,5654.76,NA,3347.75,242.5,,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,66,44,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,2,1,1,,,,,10,,,,5972,51.81,110100,63.0,1467,1941,43
2022,RVDPPPGHCGZ40J4VQ731,31084,CA,06037,06037553702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,32,1,2,2,1,585000,70.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,835000,1,3,3,5,2,NA,232,20%-<30%,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,45-54,No,No,2,1,6,,,,,7,,,,4606,98.52,91100,65.0,699,1161,56
2022,RVDPPPGHCGZ40J4VQ731,41700,TX,48029,48029162003,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,1,0,2,1,1,1,2,2,2,135000,95.0,6.375,0.04,2,6394.83,NA,3370.28,2282.28,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,46,38,2,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,2,,,,,10,,,,5991,82.41,84000,87.0,932,1338,28
2022,RVDPPPGHCGZ40J4VQ731,33460,MN,27053,27053026906,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Male,4,0,2,1,1,1,2,2,2,555000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,127,NA,9,9,3,,,,,3,,,,,2,2,2,21,,,,2,21,,,,2,2,1,1,2,2,35-44,35-44,No,No,2,1,1,,,,,10,,,,7580,24.2,117800,93.0,2700,2767,35
2022,RVDPPPGHCGZ40J4VQ731,25420,PA,42041,42041011700,NC,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,4,0,2,3,1,1,2,2,2,715000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,167,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,6230,9.23,94300,117.0,1883,2306,44
2022,RVDPPPGHCGZ40J4VQ731,33124,FL,12086,12086017700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,3,2,1,32,1,2,2,1,165000,70.0,7.125,0.46,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,235000,1,3,3,5,1,NA,116,42,1,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,2,,,,,10,,,,4689,94.73,68300,97.0,610,760,36
2022,RVDPPPGHCGZ40J4VQ731,47894,VA,51153,51153900404,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,3,2,1,32,1,2,2,2,85000,28.05,5.625,-1.047,2,5460.1,NA,3926.15,1138.15,5.5,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,21,49,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,2,1,1,,,,,10,,,,5996,80.24,139700,63.0,1236,1618,46
2022,RVDPPPGHCGZ40J4VQ731,45300,FL,12101,12101031708,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,1,1,2,2,2,185000,55.22,6.625,-0.213,2,6193.15,NA,4073.7,,2773.15,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,77,20%-<30%,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,2,1,1,,,,,10,,,,5557,14.79,82100,93.0,2147,2524,31
2022,RVDPPPGHCGZ40J4VQ731,99999,GA,13111,13111050200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,455000,80.0,7.625,0.789,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,565000,1,3,3,5,1,NA,157,39,9,1,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,25-34,25-34,No,No,2,1,2,,,,,10,,,,6875,8.73,64100,94.0,2385,4005,33
2022,RVDPPPGHCGZ40J4VQ731,12060,GA,13015,13015960901,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,2,2,2,1,1,2,2,2,215000,96.5,6.5,0.603,2,7369.2,NA,986.78,986.78,,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,91,20%-<30%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,3,,,,,10,,,,3342,20.98,95700,87.0,706,989,31
2022,RVDPPPGHCGZ40J4VQ731,42200,CA,06083,06083002211,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,32,1,2,2,2,415000,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,515000,1,1,3,5,1,NA,79,>60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,3,,,,,1,,,,6298,66.21,100100,98.0,1332,1788,36
2022,RVDPPPGHCGZ40J4VQ731,19124,TX,48257,48257050204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,3,2,1,1,1,2,2,1,225000,75.0,7.999,1.055,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,295000,1,3,3,5,1,NA,140,45,2,10,2,,,,,5,,,,,2,4,2,21,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,2,,,,,10,,,,9513,62.59,97400,84.0,1173,1741,10
2022,RVDPPPGHCGZ40J4VQ731,41700,TX,48029,48029141700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,3,2,1,1,1,2,2,2,225000,88.24,6.374,-0.195,2,8784.16,NA,5588.0,,2112.75,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,50,50%-60%,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,2,,,,,10,,,,6440,75.89,84000,103.0,1124,1626,27
2022,RVDPPPGHCGZ40J4VQ731,26420,TX,48157,48157674702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,4,0,2,1,1,1,2,2,2,105000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,64,NA,9,9,2,,,,,5,,,,,2,4,2,26,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,2,1,6,,,,,10,,,,12732,61.13,90800,144.0,3520,3890,7
2022,RVDPPPGHCGZ40J4VQ731,39580,NC,37101,37101040207,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,315000,96.88,6.99,0.452,2,5975.66,NA,3670.3,2582.3,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,64,49,3,10,14,1,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,12721,30.31,110100,120.0,3027,3568,14
2022,RVDPPPGHCGZ40J4VQ731,33460,MN,27019,27019090200,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,3,1,1,2,2,2,375000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,90,NA,9,9,14,1,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,4687,7.28,117800,96.0,1386,1565,40
2022,RVDPPPGHCGZ40J4VQ731,19124,TX,48113,48113019039,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,31,1,2,2,1,295000,87.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,345000,1,3,3,5,1,NA,75,39,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,<25,9999,No,NA,2,1,2,,,,,7,,,,6606,56.96,97400,101.0,1493,1854,45
2022,RVDPPPGHCGZ40J4VQ731,15540,VT,50007,50007003102,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,1,1,2,2,2,165000,86.77,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,185000,2,1,1,1,1,NA,81,>60%,9,1,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,<25,45-54,No,No,2,1,2,,,,,1,,,,2101,9.71,109000,130.0,728,759,39
2022,RVDPPPGHCGZ40J4VQ731,22180,NC,37051,37051003003,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,3,1,1,2,2,2,415000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,79,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,1,1,,,,,10,,,,7343,47.87,66400,140.0,1674,2411,18
2022,RVDPPPGHCGZ40J4VQ731,26420,TX,48201,48201312602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,3,2,1,1,1,2,2,1,285000,80.0,6.625,-0.113,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,355000,1,3,3,5,1,NA,317,20%-<30%,9,2,2,,,,,2,,,,,2,2,2,21,,,,2,21,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,1,1,,,,,10,,,,2453,50.84,90800,215.0,282,499,11
2022,RVDPPPGHCGZ40J4VQ731,22744,FL,12011,12011110364,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,32,1,2,2,1,245000,60.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,405000,1,3,3,5,1,NA,115,30%-<36%,9,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,6,,,,,7,,,,6858,92.77,82100,144.0,1819,2084,18
2022,RVDPPPGHCGZ40J4VQ731,29820,NV,32003,32003005313,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,1345000,75.0,7.625,0.812,2,25385.15,NA,23459.2,3388.77,,360,NA,NA,2,2,2,2,1795000,1,1,3,5,1,NA,310,41,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,2,1,2,,,,,10,,,,6280,44.3,81700,158.0,1514,2184,26
2022,RVDPPPGHCGZ40J4VQ731,19124,TX,48257,48257050204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,235000,80.0,7.999,1.026,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,295000,1,3,3,5,1,NA,158,47,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,2,1,2,,,,,10,,,,9513,62.59,97400,84.0,1173,1741,10
2022,RVDPPPGHCGZ40J4VQ731,33460,MN,27053,27053025403,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,545000,96.5,5.75,-0.188,2,16536.58,NA,3942.28,3942.28,50.0,360,NA,NA,2,2,2,2,555000,1,1,3,5,2,NA,106,47,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,3,,,,,10,,,,4089,45.44,117800,57.0,777,738,55
2022,RVDPPPGHCGZ40J4VQ731,25540,CT,09003,09003471400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,2,1,1,2,2,2,175000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,47,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,5665,43.67,113200,129.0,2198,2293,46
2022,RVDPPPGHCGZ40J4VQ731,44140,MA,25013,25013802500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,4,0,2,2,32,1,2,2,2,205000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,102,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,3,,,,,10,,,,6973,46.05,91300,96.0,2230,2614,66
2022,RVDPPPGHCGZ40J4VQ731,39900,NV,32031,32031003110,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,1,1,2,2,2,515000,100.0,5.75,-1.072,2,21248.43,NA,6236.98,5222.98,,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,90,50%-60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,2,,,,,10,,,,5186,38.51,96500,103.0,1309,1613,34
2022,RVDPPPGHCGZ40J4VQ731,15764,MA,25009,25009260302,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,4,0,2,2,1,1,2,2,2,545000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,144,NA,9,9,2,,,,,2,,,,,2,2,2,26,,,,2,26,,,,2,2,1,2,2,2,45-54,35-44,No,No,2,1,6,,,,,10,,,,3254,11.12,138700,107.0,1066,1095,43
2022,RVDPPPGHCGZ40J4VQ731,19124,TX,48121,48121020115,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,235000,79.84,6.625,-0.231,2,5308.81,NA,2744.07,1656.07,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,110,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,7156,49.66,97400,117.0,1875,2613,17
2022,RVDPPPGHCGZ40J4VQ731,33460,MN,27053,27053008500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,425000,95.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,435000,1,1,3,5,2,NA,64,>60%,3,10,1,14,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,3,,,,,1,,,,4069,59.5,117800,50.0,829,1312,0
2022,RVDPPPGHCGZ40J4VQ731,48424,FL,12099,12099007202,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,325000,96.5,7.375,1.412,2,9735.56,NA,0.0,,4986.61,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,163,50%-60%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,65-74,No,Yes,2,1,3,,,,,10,,,,4110,30.17,90300,111.0,1058,1700,34
2022,RVDPPPGHCGZ40J4VQ731,16984,IL,17043,17043846517,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,1,1,2,2,1,135000,60.0,6.875,0.13,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,225000,1,3,3,5,1,NA,134,20%-<30%,2,10,2,,,,,5,,,,,2,4,2,21,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,6116,51.9,105700,119.0,1355,1840,22
2022,RVDPPPGHCGZ40J4VQ731,38060,AZ,04013,04013116735,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,Race Not Available,Male,3,0,2,1,1,1,2,2,2,365000,95.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,385000,2,1,1,1,1,NA,70,47,9,2,11,1,,,,11,,,,,2,2,6,,,,,6,,,,,2,2,1,1,2,2,25-34,25-34,No,No,2,1,2,,,,,1,4,,,3923,87.99,88800,57.0,584,861,39
2022,RVDPPPGHCGZ40J4VQ731,33460,MN,27003,27003050811,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,225000,80.0,6.125,-0.999,2,2575.1,NA,397.4,323.4,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,52,41,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,2,,,,,10,,,,3008,21.74,117800,86.0,965,1168,63
2022,RVDPPPGHCGZ40J4VQ731,45300,FL,12103,12103022402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,315000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,92,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,1,1,,,,,10,,,,5061,15.77,82100,144.0,1662,2405,62
2022,RVDPPPGHCGZ40J4VQ731,42644,WA,53033,53033000102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,32,1,2,2,1,485000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,146,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,2,,,,,10,,,,4321,42.93,134600,120.0,969,1195,34
2022,RVDPPPGHCGZ40J4VQ731,29404,IL,17097,17097865801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,185000,75.0,6.999,0.209,2,5871.69,NA,1751.64,1677.64,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,130,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,3257,14.8,118200,134.0,1093,1100,54
2022,RVDPPPGHCGZ40J4VQ731,29820,NV,32003,32003003633,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,385000,96.5,5.75,0.03,2,25166.57,NA,15405.32,4712.58,,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,88,42,1,9,1,11,,,,11,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,<25,No,No,2,1,3,,,,,10,,,,4006,69.15,81700,80.0,960,1300,19
2022,RVDPPPGHCGZ40J4VQ731,38060,AZ,04013,04013421601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,335000,95.0,6.875,0.608,2,9782.63,NA,7322.9,7281.23,24.0,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,81,45,3,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,3460,61.71,88800,64.0,506,883,49
2022,RVDPPPGHCGZ40J4VQ731,31084,CA,06037,06037920044,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,325000,95.0,6.625,-0.083,2,8648.39,NA,4392.29,,3049.12,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,72,48,1,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,2737,47.28,91100,123.0,662,684,39
2022,RVDPPPGHCGZ40J4VQ731,37964,PA,42045,42045400802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,195000,85.0,6.125,-0.745,2,7575.68,NA,4913.0,,2832.41,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,118,20%-<30%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,2,1,2,,,,,10,,,,3417,52.53,75000,133.0,886,1124,75
2022,RVDPPPGHCGZ40J4VQ731,33874,PA,42029,42029303302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,485000,88.0,6.5,-0.191,2,15354.18,NA,10455.8,,7385.84,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,178,20%-<30%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,1,1,,,,,10,,,,4956,12.53,131400,165.0,1852,2000,30
2022,RVDPPPGHCGZ40J4VQ731,28940,TN,47093,47093006401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,4,0,2,1,1,1,2,2,1,195000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,269,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,2,1,2,,,,,10,,,,4377,11.77,82000,88.0,1493,1735,29
2022,RVDPPPGHCGZ40J4VQ731,40140,CA,06065,06065042717,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,4,0,2,2,1,1,2,2,2,385000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,115,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,3,,,,,10,,,,5463,60.94,87400,89.0,1133,1643,31
