activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,RVDPPPGHCGZ40J4VQ731,25260,CA,06031,06031000500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,325000,95,5.624,1.296,2,6470,NA,3304,NA,NA,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,127,38,9,3,1,11,NA,NA,NA,1,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,2,1,2,2,25-34,45-54,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,5572,73.67,68000,86,1032,1570,36
2022,RVDPPPGHCGZ40J4VQ731,17460,OH,39035,39035171102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,1,1,2,2,1,55000,80,6.125,1.506,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,65000,1,3,3,5,1,NA,127,46,2,10,3,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,6,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,3,5,2,4,25-34,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,5126,88.53,85400,49,1233,1885,68
2022,RVDPPPGHCGZ40J4VQ731,17460,OH,39035,39035198200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,31,1,2,2,1,55000,75,4.999,0.122,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,75000,1,3,3,5,1,NA,144,49,2,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,25-34,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,3396,96.41,85400,54,808,1485,74
2022,RVDPPPGHCGZ40J4VQ731,35614,NY,36087,36087011512,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,425000,80,4.99,-0.301,2,16638.82,NA,13373.38,1415.4,NA,360,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,89,43,1,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,35-44,35-44,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,4202,93.53,99000,161,870,978,54
2022,RVDPPPGHCGZ40J4VQ731,17460,OH,39093,39093050302,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,245000,85.71,5.5,1.064,2,7619.96,NA,349.21,349.21,NA,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,62,49,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,25-34,9999,No,NA,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,3807,11.35,85400,116,1101,1279,43
2022,RVDPPPGHCGZ40J4VQ731,10580,NY,36001,36001012700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,2,1,75000,42.37,6.625,0.989,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,175000,1,3,3,5,2,NA,105,20%-<30%,9,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,25-34,<25,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,3391,23.12,106000,63,447,1000,69
2022,RVDPPPGHCGZ40J4VQ731,47894,VA,51107,51107610503,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,1,1,2,2,2,435000,100,4.625,-0.29,2,15744.7,NA,3291.5,NA,5779.88,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,72,46,3,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,<25,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,8097,42.16,139700,132,2390,2723,17
2022,RVDPPPGHCGZ40J4VQ731,31084,CA,06037,06037920015,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,1,555000,75,6.625,1.493,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,735000,1,3,3,5,1,NA,89,36,2,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,35-44,9999,No,NA,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,6724,40.85,91100,190,1877,2042,30
2022,RVDPPPGHCGZ40J4VQ731,33460,MN,27003,27003050240,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,415000,61.04,5.499,0.465,2,12675.6,NA,10374,NA,6666.82,360,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,110,30%-<36%,3,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,45-54,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,3315,18.16,117800,102,986,1267,17
2022,RVDPPPGHCGZ40J4VQ731,12060,GA,13057,13057090505,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,1,1,2,2,2,465000,80,5.374,0.321,2,8633.48,NA,6108.48,NA,6180.48,360,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,104,44,3,10,3,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,6,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,3,5,2,4,55-64,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,5803,15.68,95700,150,1511,1631,17
2022,RVDPPPGHCGZ40J4VQ731,35614,NY,36081,36081094202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,3,2,1,1,1,2,2,2,585000,95,5.499,0.1,2,5460.55,NA,1014,NA,NA,360,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,260,20%-<30%,9,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,2,6,NA,NA,NA,NA,6,NA,NA,NA,NA,2,2,1,2,2,2,25-34,25-34,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,4785,81.73,99000,57,976,1206,44
2022,RVDPPPGHCGZ40J4VQ731,29460,FL,12105,12105012304,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,2,0,2,2,32,1,2,2,2,285000,77.76,4.499,0.478,3,NA,NA,NA,NA,NA,336,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,52,50%-60%,9,3,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,2,6,NA,NA,NA,NA,6,NA,NA,NA,NA,2,2,1,1,2,2,55-64,25-34,No,No,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,5381,23.47,67500,138,1618,1892,30
2022,RVDPPPGHCGZ40J4VQ731,29180,LA,22055,22055001906,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,3,2,1,1,1,2,2,2,135000,80,5.56,0.11,2,3621.54,NA,1704.64,NA,3631.6,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,42,40,1,10,3,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,6,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,45-54,9999,No,NA,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,4721,23.64,74900,124,1756,2026,16
2022,RVDPPPGHCGZ40J4VQ731,39100,NY,36071,36071014201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,485000,95,5.999,1.088,2,18616.64,NA,13126.5,NA,9540.53,360,NA,NA,2,2,2,2,515000,1,1,3,5,1,NA,102,48,1,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,<25,<25,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,4059,35.92,115700,108,1057,1223,55
2022,RVDPPPGHCGZ40J4VQ731,35614,NY,36087,36087011506,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,615000,94.81,6.75,-0.094,2,12276.55,NA,8464.46,7450.46,1567.58,360,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,182,45,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,6888,7.61,99000,27,194,648,21
2022,RVDPPPGHCGZ40J4VQ731,35154,NJ,34029,34029722900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,1,285000,80,6.625,0.334,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,365000,1,3,3,5,1,NA,68,49,9,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,<25,<25,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,5666,36.97,128300,64,902,1382,42
2022,RVDPPPGHCGZ40J4VQ731,35154,NJ,34029,34029724000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,1,255000,75,6.5,-0.048,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,345000,1,3,3,5,1,NA,120,49,1,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,35-44,35-44,No,No,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,3643,51.19,128300,75,791,1103,55
2022,RVDPPPGHCGZ40J4VQ731,40140,CA,06065,06065045226,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,2,0,2,1,32,1,2,2,2,245000,59.99,4.875,0.06,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,46,49,3,10,3,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,6,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,45-54,9999,No,NA,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,6528,96.61,87400,100,2498,2637,15
2022,RVDPPPGHCGZ40J4VQ731,99999,FL,12107,12107950900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,305000,96.5,4.75,0.289,2,13662.28,NA,4180.32,4180.32,NA,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,71,50%-60%,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,35-44,9999,No,NA,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,6134,41.1,60700,82,1653,2566,48
2022,RVDPPPGHCGZ40J4VQ731,12580,MD,24510,24510260101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,2,2,2,32,1,2,2,2,195000,67.86,5.375,0.703,2,8400.46,NA,3426.7,2412.7,NA,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,45,43,2,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,3,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,55-64,9999,No,NA,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,4671,78.4,116100,73,1117,1415,70
2022,RVDPPPGHCGZ40J4VQ731,38060,AZ,04013,04013812300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,1,1,2,2,2,345000,80,5.625,0.744,2,10143.95,NA,1014,NA,729.75,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,92,43,3,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,55-64,9999,No,NA,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,4961,43.94,88800,167,1021,1322,17
2022,RVDPPPGHCGZ40J4VQ731,99999,NY,36105,36105951000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,225000,62.86,6.375,0.636,3,9656.55,NA,4732.15,1188,37.5,360,NA,NA,2,2,2,2,355000,1,2,3,5,1,NA,278,30%-<36%,2,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,35-44,9999,No,NA,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,2315,51.66,76700,92,419,1664,37
2022,RVDPPPGHCGZ40J4VQ731,35614,NY,36079,36079011100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,665000,90,7.25,1.084,2,23042.4,NA,19394.89,3820.61,329.5,360,NA,NA,2,2,2,2,735000,1,1,3,5,1,NA,190,45,3,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,1,2,2,35-44,25-34,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,5113,24.64,99000,155,1693,1850,60
2022,RVDPPPGHCGZ40J4VQ731,35004,NY,36103,36103201009,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,2,1,31,1,2,2,1,225000,22.5,6.625,0.878,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1005000,1,3,3,5,1,NA,133,20%-<30%,3,10,14,1,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,45-54,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,5369,45.41,146400,74,1189,2845,42
2022,RVDPPPGHCGZ40J4VQ731,45060,NY,36067,36067016100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,195000,95,5.875,0.315,2,6506.16,NA,3864,NA,1835.4,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,80,36,2,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,25-34,9999,No,NA,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,2478,30.06,91100,128,653,766,40
2022,RVDPPPGHCGZ40J4VQ731,13780,NY,36107,36107020600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,32,1,2,2,2,85000,51.47,6,1.138,2,7035.05,NA,2507.11,58.76,NA,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,31,20%-<30%,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,65-74,9999,Yes,NA,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,6787,7.56,76400,96,2428,3206,47
2022,RVDPPPGHCGZ40J4VQ731,12060,GA,13067,13067031220,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Female,1,1,2,1,1,1,2,2,2,325000,97,5.56,0.42,2,9973.62,NA,7086.67,NA,3242.61,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,100,20%-<30%,3,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,6,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,25-34,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,2878,59.1,95700,133,443,739,33
2022,RVDPPPGHCGZ40J4VQ731,29180,LA,22055,22055001700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,3,2,1,1,1,2,2,1,125000,80,6.625,1.247,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,165000,1,3,3,5,1,NA,121,20%-<30%,1,10,3,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,6,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,35-44,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,6064,19.1,74900,136,2736,3010,51
2022,RVDPPPGHCGZ40J4VQ731,37100,CA,06111,06111001102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,555000,80,5.624,0.085,2,5478.8,NA,1926.8,838.8,57.8,360,NA,NA,2,2,2,2,695000,1,1,3,5,1,NA,125,45,9,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,35-44,25-34,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,3657,32.46,115400,112,994,1353,52
2022,RVDPPPGHCGZ40J4VQ731,37100,CA,06111,06111008002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,435000,58.11,5.124,-0.351,2,8218.5,NA,4205.5,NA,3152.5,360,NA,NA,2,2,2,2,745000,1,1,3,5,1,NA,176,20%-<30%,3,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,25-34,25-34,No,No,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,4712,52.46,115400,69,954,1464,52
2022,RVDPPPGHCGZ40J4VQ731,37100,CA,06111,06111007508,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,355000,75,5.624,0.116,2,5508.38,NA,1308.88,220.88,70.3,360,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,116,38,3,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,45-54,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,3696,36.93,115400,94,944,1530,44
2022,RVDPPPGHCGZ40J4VQ731,35614,NY,36119,36119008403,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,635000,80,5.999,0.107,2,10041,NA,2011.15,NA,159.8,360,NA,NA,2,2,2,2,795000,1,1,3,5,2,NA,200,50%-60%,1,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,5,NA,NA,NA,NA,6,NA,NA,NA,NA,1,2,1,3,1,2,35-44,65-74,No,Yes,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,3883,36.72,99000,153,677,1230,64
2022,RVDPPPGHCGZ40J4VQ731,22220,AR,05007,05007021001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,1,2,2,2,1,1,2,2,2,195000,85.46,5.25,0.442,2,7701.98,NA,1776.8,1017.66,NA,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,42,50%-60%,2,10,3,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,25-34,9999,No,NA,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,5265,21.25,83700,66,1345,2148,27
2022,RVDPPPGHCGZ40J4VQ731,35614,NY,36119,36119014805,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,2,2,705000,50.91,6.625,-0.267,2,12961.99,NA,8070,7056,125,360,NA,NA,2,2,2,2,1375000,1,1,3,5,1,NA,218,49,3,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,45-54,45-54,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,4449,23.38,99000,213,1315,1476,57
2022,RVDPPPGHCGZ40J4VQ731,15380,NY,36029,36029014208,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,305000,85,5.99,0.197,2,3372.86,NA,1101.51,87.51,NA,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,145,36,3,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,55-64,55-64,Yes,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,7058,9.68,87700,164,2172,2542,21
2022,RVDPPPGHCGZ40J4VQ731,99999,CO,08045,08045952100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,135000,22.61,5.999,0.369,3,5472.35,NA,3468.3,NA,2059.2,360,NA,NA,2,2,2,2,575000,1,2,3,5,1,NA,82,20%-<30%,9,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,7284,32.02,82500,95,1806,2390,28
2022,RVDPPPGHCGZ40J4VQ731,35154,NJ,34029,34029713402,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,2,2,2,1,1,2,2,2,395000,96.5,5.875,0.13,2,19493.15,NA,7877.68,6863.68,2,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,94,50%-60%,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,3,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,45-54,9999,No,NA,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,3849,26.76,128300,102,793,1112,47
2022,RVDPPPGHCGZ40J4VQ731,24860,SC,45045,45045002821,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,2,32,1,2,2,2,285000,78.89,5.125,0.251,2,14830.88,NA,7267.6,1777.17,NA,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,102,42,2,10,3,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,6,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,3,5,2,4,35-44,9999,No,NA,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,6556,29.7,80300,123,1424,1864,15
2022,RVDPPPGHCGZ40J4VQ731,15380,NY,36029,36029010103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,125000,90,5.75,0.005,2,3060.75,NA,1229.25,367.92,NA,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,66,30%-<36%,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,35-44,9999,No,NA,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,3864,16.61,87700,81,1493,1859,69
2022,RVDPPPGHCGZ40J4VQ731,35614,NY,36087,36087012107,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,535000,90,6.625,0.062,2,19936.39,NA,14602.5,NA,7772.95,360,NA,NA,2,2,2,2,595000,1,1,3,5,1,NA,107,45,3,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,<25,<25,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,5463,7.25,99000,42,377,489,17
2022,RVDPPPGHCGZ40J4VQ731,99999,NY,36041,36041950300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,3,2,1,1,1,2,2,2,265000,80,5.875,0.125,2,11259.26,NA,5602.08,322.08,76.4,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,370,<20%,1,10,3,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,6,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,1363,7.12,76700,118,319,1942,52
